title,primary_field,publisher,2000,2005,2010,2015,2020
Combined effects of deafferentation and de-efferentation on isthmo-optic neurons during the period of their naturally occurring cell death,Immunohistochemistry,Anat Embryol (Berl),,,-1.897119984885881,,
Combined effects of fertiliser input and pasture utilisation on the growth of aerial stems of browntop (Agrostis tenuis) in hill country,Geography,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
"Combined lesions of cholinergic and serotonergic neurons in the rat brain using 192 IgG-saporin and 5,7-dihydroxytryptamine: neurochemical and behavioural characterization.",Psychology,Blackwell Science Ltd,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Combined paraganglioma and glioma of conus medullaris and cauda equina.,Anesthesia,"Wiley Subscription Services, Inc., A Wiley Company",,-1.897119984885881,,,
Combined treatment with regulatory T cells and vascularized bone marrow transplantation creates mixed chimerism and induces donor-specific tolerance to vascularized composite allografts without cytoreductive conditioning.,Teaspoon,Landes Bioscience,,,,-1.2819343457956478,-1.2819343457956478
Combined unilateral pulmonary artery agenesis and contralateral peripheral pulmonary artery stenosis,Radiology,"Wiley Periodicals, Inc.",,-1.897119984885881,-1.897119984885881,,
Combined zero-valent iron and fenton processes for the treatment of Brazilian TNT industry wastewater.,Redox,Elsevier,,,,,-1.2819343457956478
Combining Use Case Diagram and Integrated Definition's IDEFO — A preliminary study,Unified Modeling Language,IEEE,,,,-1.5429481711652673,-1.5429481711652673
"Combining Variables, Controlling Variables, and Proportions: Is There a Psychological Link?.",Psychology,"Wiley Subscription Services, Inc., A Wiley Company",-1.897119984885881,,,,
Combining comparative genomics with de novo motif discovery to identify human transcription factor DNA-binding motifs,Biology,BioMed Central,,,-1.5429481711652673,-1.317001534623941,-1.317001534623941
Combining structural and plausible methods for P and T wave recognition,Computer vision,IEEE,,,-1.897119984885881,,
Combining the microcomputer with electron optical devices—A way to realize new image forming systems,Chemistry,"Wiley Periodicals, Inc.",,-1.897119984885881,,,
Combustion and Exhaust Emissions in a Heavy-Duty Diesel Engine with Increased Premixed Combustion Phase by Means of Injection Retarding,Carbon,EDP Sciences,,,,-1.2819343457956478,-1.2819343457956478
Combustion of a Finite Quantity of Gas Released in the Atmosphere,Chemistry,Elsevier Limited,,-1.897119984885881,-1.897119984885881,,
Comedo formation following cobalt irradiation.,Support function,Karger Publishers,-1.897119984885881,,,,
Command and control navigation: a decision support system,Simulation,IEEE,,,,-1.897119984885881,
"Comment on ""Exact lower bounds to the ground-state energy of spin systems: The two-dimensional S=1/2 antiferromagnetic Heisenberg model""",Ground state,American Physical Society,,,,-1.897119984885881,
"Comment on ""Ten-Year Ozone Trends in California and Texas''",Meteorology,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
"Comment on ''Resonating-group calculation of radiative capture reactions. cap alpha. (/sup 3/He,. gamma. )/sup 7/Be and. cap alpha. (t,. gamma. )/sup 7/Li at astrophysical low energies''",Atomic physics,American Physical Society,-1.897119984885881,-1.897119984885881,,,
Comment on 'microeconometric demand systems with binding non-negativity constraints : The dual approach',Economics,"Tilburg University, School of Economics and Management",,-1.897119984885881,-1.897119984885881,,
"Comment on Kenneth Spenner's ""Occupations, Role Characteristics, and Intergenerational Transmission""",Gerontology,SAGE Publications Inc.,-1.897119984885881,-1.897119984885881,,,
Comment on decomposition of a data base and the theory of boolean switching fynctions,Discrete mathematics,IBM Corp.,-1.897119984885881,,,,
Comment on the Truhlar–Horowitz functional representation of the H+H2 potential surface,Chemical reaction,American Institute of Physics,-1.897119984885881,-1.897119984885881,,,
"Comment on ‘A palaeomagnetic study of Cambrian red beds from Carteret, Normandy, France’ by W. A. Morris",Geology,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
Comment on ‘‘Remarks on the mutual diffusion of Brownian particles’’,Classical mechanics,American Institute of Physics,,-1.897119984885881,-1.897119984885881,,
Comment on “Surface-contribution algorithms for analysis and optimization”*,Test functions for optimization,Optical Society of America,-1.897119984885881,,,,
Comment: Radiotherapy and medical oncology,Oncology,Elsevier,-1.897119984885881,,,,
Commentary for “Salvage of Infected Cardiac Pacemaker Pockets Using a Closed Irrigation System”,Intensive Care Medicine,Blackwell Publishing Ltd,,-1.897119984885881,-1.897119984885881,,
"Commentary on Pindar W. J. Verdenius: Commentaries on Pindar, vol. II: Olympian Odes 1, 10, 11, Nemean 11, Isthmian 2. (Mnemosyne Suppl. 101.) Pp. xi + 154. Leiden, New York, Copenhagen and Cologne: Brill, 1988. Paper, fl. 62.",Demography,Cambridge University Press,,,-1.897119984885881,,
"Comments and criticism. Point: Belief, understanding, and the teaching of evolution",Psychology,"Wiley Subscription Services, Inc., A Wiley Company",,,,,-1.2819343457956478
"Comments on ""A deficiency of natural deduction""",Computer Science,North-Holland,,-1.897119984885881,,,
"Comments on ""Analysis of photocurrent decay (PCD) method for measuring minority-carrier lifetime in solar cells""",Electronic engineering,IEEE,,-1.897119984885881,,,
"Comments on ""Design of state estimator for a class of time-varying multivariable systems""",Control engineering,IEEE,,-1.897119984885881,-1.897119984885881,,
"Comments on ""Direct Implementation of Discrete and Residue-Based Functions Via Optimal Encoding: A Programmable Array Logic Approach""",Arithmetic,IEEE Computer Society,,-1.897119984885881,-1.897119984885881,,
"Comments on ""Dynamical Optimal Training for Interval Type-2 Fuzzy Neural Network (T2FNN)",Fuzzy logic,IEEE Trans Syst Man Cybern B Cybern,,,,,-1.5429481711652673
"Comments on ""Identifiability of linear and nonlinear dynamical systems""",Control engineering,IEEE,-1.897119984885881,,,,
Comments on Calibration and Design of a Heat Flow Meter,Electronic engineering,ASTM International,-1.897119984885881,-1.897119984885881,,,
Comments on John Higgins's “Artificial Unintelligence: Computer Uses in Language Learning”,Cognitive science,Blackwell Publishing Ltd,,,-1.897119984885881,,
Comments on Sen's Dual-Spin Spacecraft Dynamics,Classical mechanics,IEEE,-1.897119984885881,,,,
Comments on a time-dependent version of the linear-quadratic model,Statistics,Elsevier,,,-1.897119984885881,,
Comments on noncommutative gravity,Classical mechanics,North-Holland,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Comments on the dielectric theory: Non‐Debye models and the superposition principle,Statistical physics,American Institute of Physics,,,-1.897119984885881,,
Comments on the functional asymmetries of the lower extremities.,Psychology,Cortex,-1.897119984885881,,,,
Comments on ‘‘Propagation of intense ion beams in straight and tapered z‐discharge plasma channels’’,Magnetic confinement fusion,American Institute of Physics,-1.897119984885881,-1.897119984885881,,,
Comments on “an analysis of prospective science teachers' understanding of the nature of science”,Psychology,"Wiley Subscription Services, Inc., A Wiley Company",-1.897119984885881,-1.897119984885881,,,
Commercial exploitation of military research,Engineering,IET,,-1.897119984885881,-1.897119984885881,,
Commercial white paint as back surface reflector for thin-film solar cells,Plasmonic solar cell,North-Holland,,,,-1.2819343457956478,-1.2819343457956478
Commitment to the union: A comparison of United States and Canadian workers,Development economics,"John Wiley & Sons, Ltd.",,,,-1.897119984885881,
Commitment: A Reflection of the Quality of Preservice Teachers,Psychology,Taylor & Francis Group,,,-1.897119984885881,,
Commodity concentration and export fluctuations: A comment,Economics,Taylor & Francis Group,-1.897119984885881,,,,
"Commodity futures price changes: Recent evidence for wheat, soybeans and live cattle",Economics,"Wiley Subscription Services, Inc., A Wiley Company",-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,,
Common Disorders of Female Genitalia From Birth to Older Years: Implications for Nursing Intervention,Andrology,Elsevier,-1.897119984885881,,,,
Common adrenergic receptor polymorphisms as novel risk factors for vasospastic angina.,Endocrinology,Mosby,,,,-1.2819343457956478,-1.2819343457956478
Common agency and the revelation principle,Mechanism design,Econometric Society,,,,-1.2819343457956478,-1.2819343457956478
Common antigenicity between a human thymic epithelial cell product and a thymus-dependent serum factor,Biology,Experientia,-1.897119984885881,-1.897119984885881,,,
Common gauge origin of discrete symmetries in observable sector and hidden sector,Spontaneous symmetry breaking,IOP Publishing,,,,-1.5429481711652673,-1.317001534623941
Common origin of a rare β-globin initiation codon mutation (ATG → AGG) in asians,Biology,Blackwell Science Ltd,,,,-1.2819343457956478,-1.2819343457956478
Common sex hormone abnormalities in women.,Sexual differentiation,Ir J Med Sci,,-1.897119984885881,,,
Common-Mode Noise Reduction In Interferometric Fiberoptic Sensors Using Electrooptic Feedback,Electronic engineering,International Society for Optics and Photonics,,,-1.897119984885881,,
Communicating Price-Quality Relationships,Psychology,Blackwell Publishing Ltd,,,-1.897119984885881,,
Communicating in numbers: speaking the statistical language.,Natural language processing,Fam Pract Res J,,,,-1.897119984885881,
Communication By Agonistic Displays: Ii. Perceived Information and the Definition of Agonistic Displays,Biology,Brill,,-1.897119984885881,-1.897119984885881,,
Communication behaviors in autism and developmental language delay.,Psychology,Blackwell Publishing Ltd,,,-1.2819343457956478,,
Communication during trauma resuscitation: do we know what is happening?,Method,Elsevier,,,,-1.2819343457956478,-1.2819343457956478
Communication in Fast Food Organizations,Organizational structure,SAGE Publications,,,-1.897119984885881,,
Communication of velocity changes in jack mackerel (Trachurus symmetricus) schools,Communication,Academic Press,,,-1.7381665132591453,-1.561921569207073,
Communication research and cross‐cultural comparison in German ethnology,Art history,Taylor & Francis Group,-1.897119984885881,,,,
Communication: the basis of management,Data management,Springer US,-1.897119984885881,-1.897119984885881,,,
"Communist Party Power in Kampuchea: Documents and Discussion . Compiled and edited by Timothy Michael Carney. Southeast Asia Program, Cornell University, Ithaca, 1977. Data Paper No. 106. Pp. x, 76, Preface, Foreword, Biographical Sketches, Khmer Communist Glossary. Paperback US$4.50.",History,Cambridge University Press,-1.897119984885881,,,,
"Communists and Their Criminal Law: Reflections on Igor Andrejew's ""Outline of the Criminal Law of Socialist States""",Comparative law,Brill,-1.897119984885881,-1.897119984885881,,,
"Communities of metazoan parasites in open water fishes of Cold Lake, Alberta",Fishery,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
Community Analysis in Fishery Management: An Application with Northern Wisconsin Lakes,Fishery,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
"Community Health Workers in Low-, Middle-, and High-Income Countries: An Overview of Their History, Recent Evolution, and Current Effectiveness",Planning,Annual Reviews,,,,,-1.2819343457956478
Community Interventions in Puerto Rico: The Impact of Social‐Community Psychology,Psychology,Blackwell Publishing Ltd,,,,-1.897119984885881,
Community Strain of Methicillin-Resistant Staphylococcus aureus Involved in a Hospital Outbreak,Biology,American Society for Microbiology,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Community intelligence and social media services: a rumor theoretic analysis of tweets during social crises,Psychology,Society for Information Management and The Management Information Systems Research Center,,,,,-1.2819343457956478
Community psychology in the third world—Turkey: Thoughts from a teaching experience,Psychology,"John Wiley & Sons, Inc.",-1.897119984885881,-1.897119984885881,,,
"Community standards, conservatism, and judgments of pornography",Psychology,Taylor & Francis Group,-1.897119984885881,,,,
Commutative rings with toroidal zero-divisor graphs,Commutative ring,University of Houston,,,,-1.2819343457956478,-1.2819343457956478
Comorbidity of mood and anxiety disorders,Psychology,"John Wiley & Sons, Inc.",,,-1.2819343457956478,-0.6301723813985569,-0.6301723813985569
CompHEP 4.4 - Automatic Computations from Lagrangians to Events,Computer simulation,North-Holland,,,-0.6301723813985569,-0.6301723813985569,-0.6301723813985569
Compact Heater Concept for Closed Power Cycles,Chemistry,American Society of Mechanical Engineers,-1.897119984885881,-1.897119984885881,,,
Compact polarization-independent optical circulator.,Optical fiber,Optical Society of America,-1.897119984885881,-1.897119984885881,,,
